,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
4496,level_6,level_3,level_0,level_3,RentBureau,38730470.0,success,1,Information Technology,596.0,0.0,15,North America
4497,level_1,level_2,level_0,level_1,Rentelligence,62500.0,failure,1,Information Technology,196.0,0.0,10,North America
4498,level_1,level_0,level_0,level_1,AddressReport,200000.0,success,1,Information Technology,0.0,0.0,7,North America
4499,level_2,level_2,level_3,level_2,RentJuice,6923782.0,success,3,Real Estate,308.0,818.0,13,North America
4500,level_1,level_1,level_3,level_2,RentMineOnline,68246.0,success,2,Design & Platforms,92.0,639.0,14,North America
4501,level_1,level_2,level_2,level_1,RentStuff.com,675000.0,success,2,Information Technology,489.0,343.0,11,North America
4502,level_6,level_7,level_0,level_7,Renutra Natural Health Products,38730470.0,failure,1,Services,3637.0,0.0,26,North America
4503,level_5,level_5,level_3,level_6,Replay Solutions,15200000.0,failure,2,Information Technology,1069.0,622.0,17,North America
4504,level_2,level_8,level_4,level_8,Repligen,5400000.0,success,2,Health Care & Biotechnology,10940.0,1281.0,40,North America
4505,level_1,level_0,level_0,level_1,Reppler,500000.0,success,1,Information Technology,0.0,0.0,11,North America
4506,level_5,level_8,level_4,level_8,Repros Therapeutics,29499310.0,success,2,Health Care & Biotechnology,8120.0,1042.0,34,North America
4507,level_1,level_5,level_0,level_2,Republic Project,1000000.0,success,1,Media & Publishing,1492.0,0.0,13,North America
4508,level_5,level_7,level_0,level_7,Requisite Technology,30000000.0,success,1,Information Technology,2874.0,0.0,28,North America
4509,level_1,level_1,level_0,level_1,Rerecipe,100000.0,failure,1,Information Technology,144.0,0.0,11,North America
4510,level_6,level_2,level_0,level_2,ReserveMyHome,38730470.0,failure,1,Travel and Tourism,324.0,0.0,14,North America
4511,level_2,level_0,level_4,level_1,Resonant Inc,7129238.0,success,4,Electronics,0.0,964.0,9,North America
4512,level_1,level_6,level_0,level_6,Resonant Vibes,350000.0,failure,1,Information Technology,1790.0,0.0,17,North America
4513,level_7,level_7,level_0,level_5,Resource Capital,45900000.0,success,1,Real Estate,3075.0,0.0,16,North America
4514,level_6,level_0,level_0,level_1,Responsible City,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,10,North America
4515,level_7,level_5,level_4,level_7,Responsys,51900000.0,success,3,Information Technology,775.0,1142.0,23,North America
4516,level_1,level_6,level_0,level_2,RessQ Technologies,868050.0,failure,1,Information Technology,1540.0,0.0,12,North America
4517,level_5,level_7,level_0,level_7,Restore Medical,26500000.0,success,1,Health Care & Biotechnology,1907.0,0.0,22,North America
4518,level_5,level_1,level_0,level_2,Retail Convergence,25000000.0,success,1,Commerce & Marketing,114.0,0.0,13,North America
4519,level_2,level_6,level_2,level_2,ReTargeter,1500000.0,success,2,Media & Publishing,1614.0,16.0,12,North America
4520,level_1,level_5,level_2,level_2,ReTel Technologies,1000000.0,success,2,Data Science,675.0,118.0,14,North America
4521,level_2,level_1,level_2,level_1,retickr,1550000.0,failure,2,Information Technology,31.0,328.0,10,North America
4522,level_5,level_1,level_3,level_3,Retrevo,15100000.0,success,4,Media & Publishing,31.0,778.0,15,North America
4523,level_2,level_5,level_0,level_2,Retroficiency,7340000.0,success,1,Information Technology,1063.0,0.0,12,North America
4524,level_8,level_5,level_2,level_1,Retrophin,116000000.0,success,3,Health Care & Biotechnology,958.0,319.0,10,North America
4525,level_6,level_5,level_4,level_6,Reva Systems,39000000.0,success,3,Information Technology,1370.0,925.0,18,North America
4526,level_5,level_8,level_3,level_7,Revalesio,24150000.0,failure,2,Health Care & Biotechnology,4553.0,685.0,21,North America
4527,level_8,level_7,level_5,level_6,Revance Therapeutics,156820000.0,success,5,Health Care & Biotechnology,2171.0,2143.0,19,North America
4528,level_1,level_0,level_2,level_1,Reveal,1000000.0,success,2,Messaging and Telecommunication,0.0,338.0,7,North America
4529,level_5,level_2,level_4,level_6,Reveal Imaging Technologies,37600000.0,success,4,Privacy and Security,374.0,1631.0,19,North America
4530,level_3,level_1,level_2,level_1,Revel Touch,10000000.0,success,2,Commerce & Marketing,122.0,386.0,10,North America
4531,level_5,level_0,level_4,level_2,Reverb Technologies,12789996.0,success,5,Other,0.0,1917.0,13,North America
4532,level_1,level_1,level_0,level_2,Revetto,20000.0,failure,1,Commerce & Marketing,120.0,0.0,12,North America
4533,level_1,level_1,level_0,level_2,Reviewspotter,100000.0,failure,1,Commerce & Marketing,20.0,0.0,14,North America
4534,level_2,level_2,level_2,level_5,Revision3,9000000.0,success,2,Game & Applications,518.0,297.0,16,North America
4535,level_6,level_2,level_0,level_2,Revnetics,38730470.0,failure,1,Electronics,546.0,0.0,12,North America
4536,level_1,level_0,level_0,level_1,RevoDeals,25000.0,failure,1,Information Technology,0.0,0.0,11,North America
4537,level_5,level_2,level_4,level_2,Revolution Analytics,38695400.0,success,5,Data Science,386.0,1807.0,14,North America
4538,level_2,level_1,level_2,level_1,Revolv,7318000.0,success,3,Real Estate,15.0,557.0,9,North America
4539,level_5,level_2,level_2,level_6,Revver,12700000.0,success,2,Media & Publishing,382.0,151.0,17,North America
4540,level_6,level_0,level_0,level_1,Rewardable,38730470.0,failure,1,Other,0.0,0.0,9,North America
4541,level_1,level_2,level_0,level_2,RewardSnap,2667.0,failure,1,Information Technology,363.0,0.0,12,North America
4542,level_1,level_1,level_2,level_1,Rewind Me,800000.0,failure,2,Services,91.0,105.0,10,North America
4543,level_1,level_2,level_0,level_1,Rexly,20000.0,success,1,Information Technology,254.0,0.0,11,North America
4544,level_5,level_7,level_4,level_6,RF Surgical Systems,29620000.0,success,4,Health Care & Biotechnology,2332.0,1430.0,17,North America
4545,level_2,level_5,level_0,level_2,RFinity,4000000.0,failure,1,Electronics,853.0,0.0,13,North America
4546,level_6,level_5,level_2,level_2,Rhomobile,38730470.0,success,2,Media & Publishing,1168.0,108.0,13,North America
4547,level_5,level_7,level_3,level_5,Rhythm NewMedia,28932322.0,success,4,Media & Publishing,2139.0,671.0,16,North America
4548,level_5,level_5,level_4,level_6,Rhythmia Medical,14700000.0,success,3,Health Care & Biotechnology,1132.0,1326.0,17,North America
4549,level_5,level_3,level_2,level_5,Ribbit,21000000.0,success,3,Media & Publishing,585.0,502.0,16,North America
4550,level_5,level_5,level_0,level_7,RichFX,33000000.0,success,1,Media & Publishing,1048.0,0.0,23,North America
4551,level_5,level_2,level_5,level_2,"Curb (RideCharge, Inc.)",10700000.0,success,3,Information Technology,334.0,2403.0,14,North America
4552,level_1,level_2,level_0,level_1,Ridejoy,1300000.0,failure,1,Other,389.0,0.0,10,North America
4553,level_2,level_2,level_2,level_1,RidePal,3700000.0,failure,2,Services,571.0,381.0,10,North America
4554,level_2,level_2,level_3,level_1,RideScout,2600000.0,success,2,Information Technology,270.0,577.0,10,North America
4555,level_6,level_2,level_0,level_1,Riff Digital Inc.,38730470.0,failure,1,Media & Publishing,446.0,0.0,7,North America
4556,level_8,level_7,level_5,level_7,Rigel Pharmaceuticals,176000000.0,success,2,Health Care & Biotechnology,2734.0,2891.0,25,North America
4557,level_5,level_7,level_4,level_7,Right Hemisphere,21999968.0,success,3,Information Technology,3082.0,1398.0,24,North America
4558,level_7,level_5,level_0,level_6,Right Media,45000000.0,success,1,Media & Publishing,1385.0,0.0,18,North America
4559,level_5,level_5,level_4,level_6,Right90,22000000.0,success,3,Commerce & Marketing,789.0,1303.0,18,North America
4560,level_5,level_5,level_2,level_7,RightNow Technologies,15000000.0,success,2,Information Technology,1076.0,408.0,24,North America
4561,level_1,level_5,level_0,level_6,RightPath Payments,500000.0,failure,1,Information Technology,1259.0,0.0,18,North America
4562,level_2,level_5,level_0,level_2,RightsFlow,1500000.0,success,1,Services,695.0,0.0,14,North America
4563,level_6,level_0,level_0,level_2,RightSignature,38730470.0,success,1,Information Technology,0.0,0.0,12,North America
4564,level_2,level_6,level_0,level_6,RigNet,6000000.0,success,1,Commerce & Marketing,1646.0,0.0,20,North America
4565,level_2,level_5,level_2,level_1,Ringadoc,1900000.0,success,3,Information Technology,888.0,343.0,11,North America
4566,level_7,level_5,level_5,level_6,RingCentral,50250000.0,success,6,Information Technology,1476.0,2136.0,18,North America
4567,level_7,level_4,level_4,level_5,RingCube Technologies,46667456.0,success,5,Information Technology,628.0,1539.0,16,North America
4568,level_5,level_2,level_2,level_2,Riot Games,15000000.0,success,2,Game & Applications,483.0,426.0,14,North America
4569,level_5,level_1,level_4,level_3,RipCode,36500000.0,failure,5,Information Technology,106.0,1316.0,15,North America
4570,level_1,level_2,level_0,level_1,Ripple Commerce,650000.0,failure,1,Commerce & Marketing,201.0,0.0,9,North America
4571,level_1,level_5,level_0,level_7,Ripple Technologies,540000.0,success,1,Information Technology,1246.0,0.0,23,North America
4572,level_5,level_2,level_3,level_3,Ripple TV,26000000.0,success,4,Media & Publishing,365.0,814.0,15,North America
4573,level_1,level_1,level_0,level_1,RippleFunction,20000.0,failure,1,Media & Publishing,61.0,0.0,11,North America
4574,level_5,level_5,level_4,level_2,RiseSmart,23600000.0,success,5,Information Technology,677.0,1892.0,14,North America
4575,level_2,level_7,level_0,level_7,"RITA Medical Systems, Inc",9000000.0,success,1,Health Care & Biotechnology,3314.0,0.0,27,North America
4576,level_5,level_0,level_5,level_6,Riverbed Technology,28400000.0,success,4,Information Technology,0.0,2272.0,19,North America
4577,level_2,level_5,level_2,level_6,"RiverGlass, Inc.",6400000.0,failure,2,Information Technology,1496.0,350.0,18,North America
4578,level_5,level_7,level_4,level_7,Rivermine Software,23700000.0,success,3,Information Technology,2342.0,1337.0,22,North America
4579,level_6,level_1,level_0,level_0,Rivet APP,38730470.0,failure,1,Game & Applications,19.0,0.0,6,North America
4580,level_2,level_0,level_3,level_1,Rivet & Sway,2350000.0,failure,2,Commerce & Marketing,0.0,575.0,10,North America
4581,level_5,level_5,level_4,level_6,Rivulet Communications,33076264.0,success,3,Information Technology,1159.0,941.0,17,North America
4582,level_5,level_7,level_2,level_7,RLX Technologies,21100000.0,success,2,Information Technology,1964.0,301.0,22,North America
4583,level_5,level_7,level_0,level_3,RMG Networks,25000000.0,success,1,Media & Publishing,3219.0,0.0,15,North America
4584,level_5,level_8,level_0,level_8,RMI Corporation,20000000.0,success,1,Other,8495.0,0.0,38,North America
4585,level_7,level_8,level_0,level_8,Roadnet,43043484.0,success,1,Transportation,10238.0,0.0,38,North America
4586,level_1,level_0,level_4,level_6,RoboDynamics,600000.0,failure,2,Information Technology,0.0,973.0,18,North America
4587,level_1,level_3,level_2,level_2,RobotDough Software,415000.0,failure,2,Information Technology,608.0,127.0,12,North America
4588,level_5,level_2,level_3,level_3,Robotgalaxy,12000000.0,failure,2,Game & Applications,365.0,624.0,15,North America
4589,level_1,level_2,level_2,level_1,Rock City Apps,975000.0,failure,2,Community and Lifestyle,326.0,463.0,10,North America
4590,level_1,level_2,level_0,level_1,RockThePost,1400000.0,success,1,Services,466.0,0.0,11,North America
4591,level_7,level_1,level_4,level_2,Rocket Fuel,76600000.0,success,5,Media & Publishing,153.0,1427.0,13,North America
4592,level_6,level_1,level_2,level_2,RocketHub,38730470.0,success,2,Commerce & Marketing,122.0,365.0,12,North America
4593,level_2,level_2,level_2,level_1,Rocketmiles,8500000.0,success,2,Commerce & Marketing,179.0,275.0,9,North America
4594,level_2,level_1,level_2,level_2,RocketOn,6300000.0,failure,2,Information Technology,122.0,154.0,14,North America
4595,level_6,level_0,level_0,level_2,Rockford Foresters Baseball Team,38730470.0,failure,1,Sports,0.0,0.0,13,North America
4596,level_6,level_1,level_4,level_2,Rockmelt,39875000.0,success,3,Information Technology,49.0,860.0,12,North America
4597,level_5,level_8,level_2,level_7,Rockwell Medical,35000000.0,success,2,Health Care & Biotechnology,6743.0,484.0,26,North America
4598,level_1,level_2,level_0,level_2,Rocky Mountain Ventures,60000.0,failure,1,Information Technology,309.0,0.0,12,North America
4599,level_8,level_5,level_4,level_2,Roka Bioscience,109496660.0,success,4,Health Care & Biotechnology,938.0,861.0,12,North America
4600,level_1,level_0,level_0,level_2,Rollbase (acquired by Progress Software),300000.0,success,1,Information Technology,0.0,0.0,14,North America
4601,level_1,level_0,level_0,level_1,RollCall (roll.to),1000000.0,success,1,Electronics,0.0,0.0,11,North America
4602,level_2,level_2,level_4,level_5,Rollstream,7500000.0,success,3,Other,339.0,1078.0,16,North America
4603,level_5,level_7,level_0,level_6,ROME Corporation,14000000.0,success,1,Information Technology,1907.0,0.0,20,North America
4604,level_2,level_2,level_0,level_3,Rooftop Media,2500000.0,success,1,Media & Publishing,242.0,0.0,15,North America
4605,level_1,level_5,level_0,level_2,Roomtag,300000.0,success,1,Information Technology,780.0,0.0,13,North America
4606,level_5,level_0,level_3,level_2,Roost,13500000.0,success,2,Services,0.0,708.0,14,North America
4607,level_2,level_7,level_0,level_6,Rooster Teeth,2400000.0,success,1,Media & Publishing,4243.0,0.0,18,North America
4608,level_6,level_5,level_0,level_2,ROR Media,38730470.0,failure,1,Information Technology,821.0,0.0,13,North America
4609,level_3,level_1,level_0,level_7,Roundarch,10000000.0,success,1,Information Technology,129.0,0.0,21,North America
4610,level_6,level_5,level_0,level_2,roundCorner,38730470.0,failure,1,Education,1399.0,0.0,12,North America
4611,level_8,level_5,level_0,level_1,Rouse Properties,510000000.0,success,1,Real Estate,694.0,0.0,9,North America
4612,level_1,level_1,level_3,level_1,RouterShare,120000.0,failure,2,Information Technology,120.0,762.0,10,North America
4613,level_1,level_3,level_0,level_2,Rover Apps,300000.0,success,1,Information Technology,589.0,0.0,12,North America
4614,level_5,level_5,level_2,level_6,Roving Planet,15500000.0,success,2,Information Technology,1100.0,371.0,20,North America
4615,level_2,level_1,level_4,level_1,Row Sham Bow,8390222.0,success,5,Game & Applications,128.0,998.0,10,North America
4616,level_8,level_6,level_4,level_6,Row44,103000000.0,failure,3,Information Technology,1601.0,1483.0,17,North America
4617,level_7,level_7,level_0,level_7,Roxro Pharma,42700000.0,failure,1,Health Care & Biotechnology,3084.0,0.0,22,North America
4618,level_5,level_2,level_3,level_5,RoyaltyShare,11500000.0,failure,4,Game & Applications,576.0,743.0,16,North America
4619,level_5,level_2,level_4,level_5,rPath,32500000.0,failure,4,Information Technology,298.0,1732.0,16,North America
4620,level_7,level_2,level_4,level_5,RPO,44000000.0,failure,3,Information Technology,388.0,1693.0,16,North America
4621,level_6,level_2,level_2,level_2,RPX Corporation,38730470.0,success,2,Services,260.0,308.0,13,North America
4622,level_7,level_1,level_4,level_2,Rubicon Project,60000000.0,success,7,Media & Publishing,153.0,1127.0,14,North America
4623,level_7,level_5,level_4,level_6,Ruckus Wireless,70946216.0,success,5,Information Technology,864.0,1963.0,17,North America
4624,level_2,level_2,level_0,level_3,Rudder,2000000.0,failure,1,Services,471.0,0.0,15,North America
4625,level_5,level_5,level_0,level_2,Rue La La,22000000.0,success,1,Clothing and Apparel,1480.0,0.0,13,North America
4626,level_1,level_2,level_0,level_1,Rumgr,500000.0,success,1,Commerce & Marketing,222.0,0.0,10,North America
4627,level_1,level_5,level_0,level_2,Run The Campaign,401000.0,failure,1,Information Technology,847.0,0.0,13,North America
